rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
34,35.99,,Natalia KACZMAREK,1998-01-17,POL,1,"Stadion BOSiR, Białystok (POL)",2024-08-31,1177.0,300-metres,sprints,female,senior,300-metres,track,35.99,POL,26.0,2024
38,36.0,,Katharine MERRY,1974-09-21,GBR,2,Gateshead (GBR),2000-08-28,1176.0,300-metres,sprints,female,senior,300-metres,track,36.0,GBR,25.0,2000
38,36.0,,LaTasha COLANDER,1976-08-23,USA,3,Gateshead (GBR),2000-08-28,1176.0,300-metres,sprints,female,senior,300-metres,track,36.0,GBR,24.0,2000
40,36.01,,Michelle SCUTT,1960-06-17,GBR,1,London (GBR),1980-07-13,1176.0,300-metres,sprints,female,senior,300-metres,track,36.01,GBR,20.0,1980
41,36.05,,Lynna IRBY-JACKSON,1998-12-06,USA,3,"The Track at New Balance, Boston, MA (USA) (i)",2024-02-04,1216.0,300-metres,sprints,female,senior,300-metres,track,36.05,USA,25.0,2024
41,36.05,,Julien ALFRED,2001-06-10,LCA,1,"Ansin Sports Complex, Miramar, FL (USA)",2025-04-05,1173.0,300-metres,sprints,female,senior,300-metres,track,36.05,USA,23.0,2025
43,36.07,,Jearl MILES-CLARK,1966-09-04,USA,2,Sydney (AUS),2000-09-14,1172.0,300-metres,sprints,female,senior,300-metres,track,36.07,AUS,34.0,2000
44,36.08,,Cydonie MOTHERSILL,1978-03-19,CAY,2,"International Stadium, Gateshead (GBR)",2001-08-19,1172.0,300-metres,sprints,female,senior,300-metres,track,36.08,GBR,23.0,2001
44,36.08,,Talitha DIGGS,2002-08-22,USA,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",2025-01-31,1214.0,300-metres,sprints,female,senior,300-metres,track,36.08,USA,22.0,2025
46,36.1,,Kaltouma NADJINA,1976-11-16,CHA,3,"International Stadium, Gateshead (GBR)",2001-08-19,1170.0,300-metres,sprints,female,senior,300-metres,track,36.1,GBR,24.0,2001
46,36.1,,Shaunae MILLER,1994-04-15,BAH,1,"New York, NY (USA) (i)",2014-02-15,1213.0,300-metres,sprints,female,senior,300-metres,track,36.1,USA,19.0,2014
48,36.11,,Ana Gabriela GUEVARA,1977-03-04,MEX,1,Ljubljana (SLO),2004-08-10,1170.0,300-metres,sprints,female,senior,300-metres,track,36.11,SLO,27.0,2004
49,36.12,,Sydney MCLAUGHLIN,1999-08-07,USA,1f1,"Bloomington, IN (USA) (i)",2017-12-08,1212.0,300-metres,sprints,female,senior,300-metres,track,36.12,USA,18.0,2017
49,36.12,,Jaide STEPTER BAYNES,1994-09-25,USA,3f1,"Mestský Stadion, Ostrava (CZE)",2019-06-20,1169.0,300-metres,sprints,female,senior,300-metres,track,36.12,CZE,24.0,2019
49,36.12,,Jasmine CAMACHO-QUINN,1996-08-21,PUR,1f1,"Santa Fe High School Track, Alachua, FL (USA)",2020-07-05,1169.0,300-metres,sprints,female,senior,300-metres,track,36.12,USA,23.0,2020
2,36.12,,Sydney MCLAUGHLIN,1999-08-07,USA,1f1,"Bloomington, IN (USA) (i)",2017-12-08,1212.0,300-metres,sprints,female,u20,300-metres,track,36.12,USA,18.0,2017
52,36.13,,Brittany BROWN,1995-04-18,USA,2,"Armory Track&Field Center, New York, NY (USA) (i)",2023-02-11,1212.0,300-metres,sprints,female,senior,300-metres,track,36.13,USA,27.0,2023
52,36.13,,Shericka JACKSON,1994-07-16,JAM,2,"Ansin Sports Complex, Miramar, FL (USA)",2025-04-05,1169.0,300-metres,sprints,female,senior,300-metres,track,36.13,USA,30.0,2025
54,36.14,,Quanera HAYES,1992-03-07,USA,2f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",2025-01-31,1211.0,300-metres,sprints,female,senior,300-metres,track,36.14,USA,32.0,2025
55,36.15,,Phyllis FRANCIS,1992-05-04,USA,1f2,"Albuquerque, NM (USA) (i)",2017-03-04,1210.0,300-metres,sprints,female,senior,300-metres,track,36.15,USA,24.0,2017
56,36.16,,Jessika GBAI,1998-12-29,CIV,1f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",2024-03-15,1167.0,300-metres,sprints,female,senior,300-metres,track,36.16,USA,25.0,2024
56,36.16,,Julien ALFRED,2001-06-10,LCA,1,"The Track at New Balance, Boston, MA (USA) (i)",2025-02-02,1210.0,300-metres,sprints,female,senior,300-metres,track,36.16,USA,23.0,2025
58,36.18,,Joanna ATKINS,1989-01-31,USA,2f2,"Albuquerque, NM (USA) (i)",2017-03-04,1209.0,300-metres,sprints,female,senior,300-metres,track,36.18,USA,28.0,2017
59,36.2,,Natalia KACZMAREK,1998-01-17,POL,1f1,"Hala COS OPO, Spala (POL) (i)",2022-02-05,1208.0,300-metres,sprints,female,senior,300-metres,track,36.2,POL,24.0,2022
59,36.2,,Ionela ŢIRLEA-MANOLACHE,1976-02-09,ROU,2,Ciudad de México (MEX),2003-05-03,1165.0,300-metres,sprints,female,senior,300-metres,track,36.2,MEX,27.0,2003
61,36.21,,Gabrielle THOMAS,1996-12-07,USA,1,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",2022-02-06,1207.0,300-metres,sprints,female,senior,300-metres,track,36.21,USA,25.0,2022
61,36.21,,Talitha DIGGS,2002-08-22,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",2024-02-11,1207.0,300-metres,sprints,female,senior,300-metres,track,36.21,USA,21.0,2024
63,36.22,,Yelena RUPASOVA,,RUS,1,Bad Homburg (GER),1992-05-24,1164.0,300-metres,sprints,female,senior,300-metres,track,36.22,GER,,1992
64,36.24,,Nicky VAN LEUVEREN,1990-05-20,NED,1f3,Lisse (NED),2016-05-07,1162.0,300-metres,sprints,female,senior,300-metres,track,36.24,NED,25.0,2016
64,36.24,,Jessika GBAI,1998-12-29,CIV,3,"Ansin Sports Complex, Miramar, FL (USA)",2025-04-05,1162.0,300-metres,sprints,female,senior,300-metres,track,36.24,USA,26.0,2025
66,36.25,,Fatimat YUSUF,1971-05-02,NGR,1,Siderno (ITA),1990-09-23,1162.0,300-metres,sprints,female,senior,300-metres,track,36.25,ITA,19.0,1990
66,36.25,,Natasha HASTINGS,1986-07-23,USA,1,"Reggie Lewis Center, Boston, MA (USA) (i)",2016-02-14,1205.0,300-metres,sprints,female,senior,300-metres,track,36.25,USA,29.0,2016
66,36.25,,Natalia KACZMAREK,1998-01-17,POL,1f1,"Arena, Toruń (POL) (i)",2023-02-04,1205.0,300-metres,sprints,female,senior,300-metres,track,36.25,POL,25.0,2023
3,36.25,,Fatimat YUSUF,1971-05-02,NGR,1,Siderno (ITA),1990-09-23,1162.0,300-metres,sprints,female,u20,300-metres,track,36.25,ITA,19.0,1990
69,36.27,,Ashley SPENCER,1993-06-08,USA,2,"New York, NY (USA) (i)",2017-02-11,1204.0,300-metres,sprints,female,senior,300-metres,track,36.27,USA,23.0,2017
69,36.27,,Lea SPRUNGER,1990-03-05,SUI,1f1,Langenthal (SUI),2016-05-05,1161.0,300-metres,sprints,female,senior,300-metres,track,36.27,SUI,26.0,2016
71,36.29,,Iolanda OANTA,1965-10-11,ROU,1,Bucureşti (ROU),1989-05-14,1160.0,300-metres,sprints,female,senior,300-metres,track,36.29,ROU,23.0,1989
71,36.29,,DeeDee TROTTER,1982-12-08,USA,1,"Atlanta, GA (USA)",2014-05-16,1160.0,300-metres,sprints,female,senior,300-metres,track,36.29,USA,31.0,2014
73,36.3,,Manuela LEVORATO,1977-03-16,ITA,1,Viareggio (ITA),2000-08-22,1159.0,300-metres,sprints,female,senior,300-metres,track,36.3,ITA,23.0,2000
73,36.3,,Olesya KRASNOMOVETS-FORSHEVA,1979-07-08,RUS,1,Yekaterinburg (RUS) (i),2006-01-07,1202.0,300-metres,sprints,female,senior,300-metres,track,36.3,RUS,26.0,2006
73,36.3,,Brittany BROWN,1995-04-18,USA,1f1,"Iowa City, IA (USA) (i)",2019-01-18,1202.0,300-metres,sprints,female,senior,300-metres,track,36.3,USA,23.0,2019
73,36.3,,Elise COOPER,2007-02-07,USA,1,"Ott Center for Track & Field, Philadelphia, PA (USA) (i)",2025-03-01,1202.0,300-metres,sprints,female,senior,300-metres,track,36.3,USA,18.0,2025
4,36.3,,Elise COOPER,2007-02-07,USA,1,"Ott Center for Track & Field, Philadelphia, PA (USA) (i)",2025-03-01,1202.0,300-metres,sprints,female,u20,300-metres,track,36.3,USA,18.0,2025
77,36.31,,Gabrielle THOMAS,1996-12-07,USA,1,"The Track at New Balance, Boston, MA (USA) (i)",2023-02-04,1201.0,300-metres,sprints,female,senior,300-metres,track,36.31,USA,26.0,2023
78,36.33,,Silke-Beate KNOLL,1967-02-21,FRG,1,Wuppertal (GER),1990-06-01,1157.0,300-metres,sprints,female,senior,300-metres,track,36.33,GER,23.0,1990
78,36.33,,Allyson FELIX,1985-11-18,USA,1,"Fayetteville, AR (USA) (i)",2007-02-09,1200.0,300-metres,sprints,female,senior,300-metres,track,36.33,USA,21.0,2007
78,36.33,,Amantle MONTSHO,1983-07-04,BOT,1f2,Liévin (FRA) (i),2010-03-05,1200.0,300-metres,sprints,female,senior,300-metres,track,36.33,FRA,26.0,2010
81,36.34,,Jana PITTMAN,1982-11-09,AUS,1,Campbelltown (AUS),2003-02-15,1157.0,300-metres,sprints,female,senior,300-metres,track,36.34,AUS,20.0,2003
81,36.34,,Kendra MACKEY,1969-01-14,USA,1,Cwmbran (GBR),1992-07-12,1157.0,300-metres,sprints,female,senior,300-metres,track,36.34,GBR,23.0,1992
81,36.34,,Anna KIEŁBASIŃSKA,1990-06-26,POL,4f1,"Mestský Stadion, Ostrava (CZE)",2019-06-20,1157.0,300-metres,sprints,female,senior,300-metres,track,36.34,CZE,29.0,2019
81,36.34,,Anna KIEŁBASIŃSKA,1990-06-26,POL,1,"Golęcin Stadion, Poznan (POL)",2022-05-27,1157.0,300-metres,sprints,female,senior,300-metres,track,36.34,POL,31.0,2022
85,36.35,,Susanne GOGL-WALLI,1996-05-05,AUT,1,"Pramtalstadion, Andorf (AUT)",2024-08-17,1156.0,300-metres,sprints,female,senior,300-metres,track,36.35,AUT,28.0,2024
86,36.36,,Lillie LEATHERWOOD,1964-07-06,USA,1,Birmingham (GBR),1986-07-19,1156.0,300-metres,sprints,female,senior,300-metres,track,36.36,GBR,22.0,1986
86,36.36,,Grace JACKSON,1961-06-14,JAM,1,"Azusa, CA (USA)",1990-03-24,1156.0,300-metres,sprints,female,senior,300-metres,track,36.36,USA,28.0,1990
86,36.36,,Gunta VAIČULE,1995-03-09,LAT,1f2,"Mestský Stadion, Ostrava (CZE)",2019-06-20,1156.0,300-metres,sprints,female,senior,300-metres,track,36.36,CZE,24.0,2019
86,36.36,,Fiordaliza COFIL,2000-10-27,DOM,1,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2023-04-01,1156.0,300-metres,sprints,female,senior,300-metres,track,36.36,DOM,22.0,2023
86,36.36,,Shirley NEKHUBUI,2000-07-31,RSA,1,"Pilditch Stadium, Pretoria (RSA)",2025-02-08,1156.0,300-metres,sprints,female,senior,300-metres,track,36.36,RSA,24.0,2025
91,36.37,,Lillie LEATHERWOOD,1964-07-06,USA,1,"Azusa, CA (USA)",1992-04-11,1155.0,300-metres,sprints,female,senior,300-metres,track,36.37,USA,27.0,1992
91,36.37,,Amy Mbacké THIAM,1976-11-10,SEN,3,Sydney (AUS),2000-09-14,1155.0,300-metres,sprints,female,senior,300-metres,track,36.37,AUS,23.0,2000
91,36.37,,Talitha DIGGS,2002-08-22,USA,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",2022-01-15,1198.0,300-metres,sprints,female,senior,300-metres,track,36.37,USA,19.0,2022
94,36.38,,Antonina KRIVOSHAPKA,1987-07-21,RUS,1f2,Moskva (RUS) (i),2009-02-01,1197.0,300-metres,sprints,female,senior,300-metres,track,36.38,RUS,21.0,2009
95,36.39,,Kendall BAISDEN,1995-03-05,USA,2,"Houston, TX (USA)",2016-07-23,1154.0,300-metres,sprints,female,senior,300-metres,track,36.39,USA,21.0,2016
95,36.39,,Grace JACKSON,1961-06-14,JAM,2,Birmingham (GBR),1986-07-19,1154.0,300-metres,sprints,female,senior,300-metres,track,36.39,GBR,25.0,1986
97,36.4,,Shaunae MILLER,1994-04-15,BAH,1f2,"New York, NY (USA) (i)",2014-01-24,1196.0,300-metres,sprints,female,senior,300-metres,track,36.4,USA,19.0,2014
97,36.4,,Mireille NGUIMGO,1976-11-07,CMR,4,Sydney (AUS),2000-09-14,1153.0,300-metres,sprints,female,senior,300-metres,track,36.4,AUS,23.0,2000
99,36.41,,Eleni ARTYMATA,1986-05-16,CYP,2f2,"Mestský Stadion, Ostrava (CZE)",2019-06-20,1153.0,300-metres,sprints,female,senior,300-metres,track,36.41,CZE,33.0,2019
99,36.41,,Bianca KNIGHT,1989-01-02,USA,1,"Fayetteville, AR (USA) (i)",2011-02-12,1196.0,300-metres,sprints,female,senior,300-metres,track,36.41,USA,22.0,2011
5,36.46,,Linsey MCDONALD,1964-02-12,GBR,2,London (GBR),1980-07-13,1150.0,300-metres,sprints,female,u20,300-metres,track,36.46,GBR,16.0,1980
6,36.56,,Candace HILL,1999-02-11,USA,1f1,"Albuquerque, NM (USA) (i)",2017-03-04,1187.0,300-metres,sprints,female,u20,300-metres,track,36.56,USA,18.0,2017
7,36.67,,Francena MCCORORY,1988-10-20,USA,1,"Blacksburg, VA (USA) (i)",2007-01-12,1181.0,300-metres,sprints,female,u20,300-metres,track,36.67,USA,18.0,2007
8,36.73,,Shawnti JACKSON,2005-05-02,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",2023-01-28,1178.0,300-metres,sprints,female,u20,300-metres,track,36.73,USA,17.0,2023
8,36.73,,Mariana FLOREA,1976-08-29,ROU,,Bucureşti (ROU),1993-05-23,1135.0,300-metres,sprints,female,u20,300-metres,track,36.73,ROU,16.0,1993
10,36.77,,Agata ZUPIN,1998-03-17,SLO,1,Domžale (SLO),2017-08-30,1132.0,300-metres,sprints,female,u20,300-metres,track,36.77,SLO,19.0,2017
10,36.77,,Zaya AKINS,2005-08-30,USA,2f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",2023-12-08,1176.0,300-metres,sprints,female,u20,300-metres,track,36.77,USA,18.0,2023
12,36.82,,Sydney MCLAUGHLIN,1999-08-07,USA,1f1,"New York, NY (USA) (i)",2017-02-17,1173.0,300-metres,sprints,female,u20,300-metres,track,36.82,USA,17.0,2017
12,36.82,,Wiktoria GAJOSZ,2006-07-06,POL,1f1,"Stadion Zygmunta Szelesta, Warszawa (POL)",2024-07-06,1130.0,300-metres,sprints,female,u20,300-metres,track,36.82,POL,18.0,2024
14,36.86,,Candace HILL,1999-02-11,USA,2f1,"Clemson, SC (USA) (i)",2017-01-07,1171.0,300-metres,sprints,female,u20,300-metres,track,36.86,USA,17.0,2017
15,36.87,,Cathy FREEMAN,1973-02-16,AUS,2,Gateshead (GBR),1992-07-17,1127.0,300-metres,sprints,female,u20,300-metres,track,36.87,GBR,19.0,1992
15,36.87,,Mariana FLOREA,1976-08-29,ROU,1,Southampton (GBR),1993-06-06,1127.0,300-metres,sprints,female,u20,300-metres,track,36.87,GBR,16.0,1993
17,36.92,,Bukola ABOGUNLOKO,1994-08-18,NGR,1,Shagamu (NGR),2011-02-19,1124.0,300-metres,sprints,female,u20,300-metres,track,36.92,NGR,16.0,2011
18,36.95,,Shawnti JACKSON,2005-05-02,USA,1f8,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",2022-01-14,1166.0,300-metres,sprints,female,u20,300-metres,track,36.95,USA,16.0,2022
19,36.96,,Francena MCCORORY,1988-10-20,USA,1,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",2006-01-28,1165.0,300-metres,sprints,female,u20,300-metres,track,36.96,USA,17.0,2006
19,36.96,,Elise COOPER,2007-02-07,USA,1f6,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",2025-01-18,1165.0,300-metres,sprints,female,u20,300-metres,track,36.96,USA,17.0,2025
21,36.97,,Adaejah HODGE,2006-03-21,IVB,1,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",2024-01-12,1165.0,300-metres,sprints,female,u20,300-metres,track,36.97,USA,17.0,2024
22,37.0,,Sydney SUTTON,2006-11-11,USA,2,"Ott Center for Track & Field, Philadelphia, PA (USA) (i)",2025-03-01,1163.0,300-metres,sprints,female,u20,300-metres,track,37.0,USA,18.0,2025
22,37.0,,Candace HILL,1999-02-11,USA,1f1,"Clemson, SC (USA) (i)",2017-01-14,1163.0,300-metres,sprints,female,u20,300-metres,track,37.0,USA,17.0,2017
24,37.04,,Sydney SUTTON,2006-11-11,USA,1f3,"Armory Track&Field Center, New York, NY (USA) (i)",2025-02-08,1161.0,300-metres,sprints,female,u20,300-metres,track,37.04,USA,18.0,2025
25,37.06,,Laila OWENS,,USA,1f9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2021-12-03,1160.0,300-metres,sprints,female,u20,300-metres,track,37.06,USA,,2021
26,37.08,,Symone MASON,1999-08-31,USA,1,"Hallandale, FL (USA)",2017-02-11,1115.0,300-metres,sprints,female,u20,300-metres,track,37.08,USA,17.0,2017
27,37.09,,Sydney MCLAUGHLIN,1999-08-07,USA,4,"New York, NY (USA) (i)",2017-02-11,1158.0,300-metres,sprints,female,u20,300-metres,track,37.09,USA,17.0,2017
28,37.11,,Gina LÜCKENKEMPER,1996-11-21,GER,1f2,Pliezhausen (GER),2015-05-17,1113.0,300-metres,sprints,female,u20,300-metres,track,37.11,GER,18.0,2015
28,37.11,,Sydney MCLAUGHLIN,1999-08-07,USA,1,"New York, NY (USA) (i)",2017-01-14,1157.0,300-metres,sprints,female,u20,300-metres,track,37.11,USA,17.0,2017
30,37.12,,Madison WHYTE,2004-10-17,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",2023-02-11,1156.0,300-metres,sprints,female,u20,300-metres,track,37.12,USA,18.0,2023
31,37.13,,Sa'de WILLIAMS,1989-02-28,USA,1,"Eugene, OR (USA)",2006-08-08,1112.0,300-metres,sprints,female,u20,300-metres,track,37.13,USA,17.0,2006
32,37.17,,Christina BRENNAN,1995-03-27,CAN,1f5,Ottawa (CAN),2010-08-07,1110.0,300-metres,sprints,female,u20,300-metres,track,37.17,CAN,15.0,2010
32,37.17,,Elisa VALENSIN,2007-01-01,ITA,1f1,"Campo Sportivo Gaetano Scirea, Cernusco Sul Naviglio (ITA)",2025-05-04,1110.0,300-metres,sprints,female,u20,300-metres,track,37.17,ITA,18.0,2025
34,37.18,,Skylar BRAZZELL,,USA,2f3,"Armory Track&Field Center, New York, NY (USA) (i)",2025-02-08,1153.0,300-metres,sprints,female,u20,300-metres,track,37.18,USA,,2025
35,37.25,,Zaya AKINS,2005-08-30,USA,2f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",2024-12-06,1149.0,300-metres,sprints,female,u20,300-metres,track,37.25,USA,19.0,2024
35,37.25,,Hima DAS,2000-01-09,IND,1f1,Ustí Nad Orlicí (CZE),2019-08-17,1106.0,300-metres,sprints,female,u20,300-metres,track,37.25,CZE,19.0,2019
37,37.26,,Kadecia BAIRD,1995-02-24,GUY,2f2,"New York, NY (USA) (i)",2014-01-24,1148.0,300-metres,sprints,female,u20,300-metres,track,37.26,USA,18.0,2014
38,37.31,,Lurdes Gloria MANUEL,2005-07-12,CZE,2f2,"Atletická hala Otakara Jandery, Praha (CZE) (i)",2024-01-23,1146.0,300-metres,sprints,female,u20,300-metres,track,37.31,CZE,18.0,2024
39,37.32,,Elise COOPER,2007-02-07,USA,1f1,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",2024-02-24,1145.0,300-metres,sprints,female,u20,300-metres,track,37.32,USA,17.0,2024
40,37.33,,Rosemary OKAFOR,1982-05-22,NGR,3,Sydney (AUS),2000-09-11,1101.0,300-metres,sprints,female,u20,300-metres,track,37.33,AUS,18.0,2000
40,37.33,,Kornelia LESIEWICZ,2003-08-14,POL,1f1,"Arena, Toruń (POL) (i)",2021-02-06,1145.0,300-metres,sprints,female,u20,300-metres,track,37.33,POL,17.0,2021
42,37.34,,Alexis HOLMES,2000-01-28,USA,1f1,"State College, PA (USA) (i)",2018-12-08,1144.0,300-metres,sprints,female,u20,300-metres,track,37.34,USA,18.0,2018
