rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
171,1:32.84,,Texas A&M,,USA,1h1,"Philadelphia, PA (USA)",2012-04-27,1128,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.84,USA,,2012
172,1:32.85,,Auburn,,INT,1h3,"Philadelphia, PA (USA)",2009-04-24,1128,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.85,USA,,2009
172,1:32.85,,Canada,,CAN,2f1,Bourges (FRA),1981-06-20,1128,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.85,FRA,,1981
172,1:32.85,,Tennessee,,INT,1h2,"Philadelphia, PA (USA)",2016-04-29,1128,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.85,USA,,2016
175,1:32.87,,USC,,INT,1f1,"Los Angeles, CA (USA)",2007-03-03,1128,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.87,USA,,2007
176,1:32.88,,LG Olympia Dortmund,,GER,1f1,Dortmund (GER) (i),1999-02-13,1172,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.88,GER,,1999
177,1:32.90,,Texas A&M,,INT,1h1,"Philadelphia, PA (USA)",2015-04-24,1127,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.9,USA,,2015
178,1:32.92,,Tennessee,,USA,2f1,"Knoxville, TN (USA)",2018-04-14,1127,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.92,USA,,2018
179,1:32.93,,Leningrad,,URS,4,Moskva (URS),1979-07-29,1127,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.93,URS,,1979
180,1:32.94,,UTech,,JAM,2,Montego Bay (JAM),2014-02-08,1126,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.94,JAM,,2014
181,1:32.98,,Kentucky,,INT,1f4,"Drake Stadium, Des Moines, IA (USA)",2022-04-29,1126,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,92.97999999999999,USA,,2022
182,1:33.00,,Florida,,INT,1h4,"Philadelphia, PA (USA)",2005-04-29,1125,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.0,USA,,2005
182,1:33.00,,South Carolina,,USA,3f1,"Philadelphia, PA (USA)",2014-04-26,1125,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.0,USA,,2014
182,1:33.00,,Canada,,CAN,6f1,"Gainesville, FL (USA)",2017-04-01,1125,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.0,USA,,2017
182,1:33.00,,South Carolina B,,INT,2f3,"Gainesville, FL (USA)",2019-03-30,1125,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.0,USA,,2019
186,1:33.01,,Clemson,,USA,3f1,"Gainesville, FL (USA)",2011-04-02,1125,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.00999999999999,USA,,2011
187,1:33.04,,TCU,,USA,1f4,"Franklin Field, Philadelphia, PA (USA)",2025-04-25,1125,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.03999999999999,USA,,2025
187,1:33.04,,Arkansas,,INT,4f2,"Austin, TX (USA)",2012-03-31,1125,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.03999999999999,USA,,2012
189,1:33.05,,Louisiana State,,INT,1f3,"Austin, TX (USA)",2002-04-06,1124,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.05,USA,,2002
189,1:33.05,,Jamaica,,JAM,3f1,"Philadelphia, PA (USA)",2002-04-27,1124,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.05,USA,,2002
191,1:33.07,,GC Foster College,,INT,3f1,"Philadelphia, PA (USA)",2013-04-27,1124,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.07,USA,,2013
192,1:33.08,,Baylor,,USA,1f3,"Des Moines, IA (USA)",2011-04-29,1124,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.08,USA,,2011
192,1:33.08,,Star Athletics,,USA,1f1,"Gainesville, FL (USA)",2015-04-04,1124,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.08,USA,,2015
192,1:33.08,,Nigeria,,NGR,5,"T. Robinson Stadium, Nassau (BAH)",2017-04-22,1124,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.08,BAH,,2017
195,1:33.09,,Penn State,,INT,4f1,"Philadelphia, PA (USA)",2014-04-26,1124,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.09,USA,,2014
196,1:33.11,,Louisiana State,,INT,1h2,"Philadelphia, PA (USA)",2012-04-27,1123,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.11,USA,,2012
196,1:33.11,,Empire Athletics B,,INT,2f2,"Mike A. Myers Stadium, Austin, TX (USA)",2025-03-29,1123,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.11,USA,,2025
198,1:33.14,,USATF High Performance C,,USA,1f2,"Gainesville, FL (USA)",2019-03-30,1123,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.14,USA,,2019
198,1:33.14,,Georgia,,INT,1f1,"Des Moines, IA (USA)",2001-04-28,1123,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.14,USA,,2001
200,1:33.15,,Empire Athletics,,INT,7f1,"Gainesville, FL (USA)",2017-04-01,1122,4x200-metres-relay,relays,female,senior,4x200-metres-relay,track,93.15,USA,,2017
