rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
1854,31:56.4h,,Irine Chepet CHEPTAI,1992-02-04,KEN,2,Nairobi (KEN),2017-06-23,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.4,KEN,25.0,2017
1855,31:56.41,,Winfredah KEBASO,1985-04-16,KEN,1,Kushiro (JPN),2006-06-17,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.41,JPN,21.0,2006
61,31:56.42,,Luchia YISHAK,1973-04-08,ETH,6h1,"National Stadium, Tokyo (JPN)",1991-08-27,1142,10000-metres,middlelong,female,u20,10000-metres,track,1916.42,JPN,18.0,1991
1856,31:56.42,,Luchia YISHAK,1973-04-08,ETH,6h1,"National Stadium, Tokyo (JPN)",1991-08-27,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.42,JPN,18.0,1991
1857,31:56.43,,Sarah PAGANO,1991-07-23,USA,2,"Palo Alto, CA (USA)",2018-05-03,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.43,USA,26.0,2018
1858,31:56.45,,Huandi ZHONG,1967-06-28,CHN,1,Tokyo (JPN),1994-06-10,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.45,JPN,26.0,1994
1859,31:56.47,,Guixia ZHENG,1973-06-24,CHN,5,Kanazawa (JPN),2001-09-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.47,JPN,28.0,2001
1860,31:56.48,,Ikumi NAGAYAMA,1974-06-22,JPN,4,Tokyo (JPN),2001-06-10,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.48,JPN,26.0,2001
1861,31:56.49,,Agata BALSAMO,1970-11-11,ITA,2,Trento (ITA),2000-06-01,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.49,ITA,29.0,2000
1862,31:56.52,,Alice WRIGHT,1994-11-03,GBR,12,"Palo Alto, CA (USA)",2019-05-02,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.52,USA,24.0,2019
1862,31:56.52,,Lynn JENNINGS,1960-07-01,USA,7h1,"National Stadium, Tokyo (JPN)",1991-08-27,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.52,JPN,31.0,1991
1864,31:56.53,,Federica DEL BUONO,1994-12-12,ITA,,"Birmingham University Athletics Track, Birmingham (GBR)",2025-06-14,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.53,GBR,30.0,2025
1865,31:56.56,,Agata BALSAMO,1970-11-11,ITA,4,Lisboa (POR),2000-04-01,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.56,POR,29.0,2000
1865,31:56.56,,Amanda VESTRI,1999-09-01,USA,18f2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2025-03-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.56,USA,25.0,2025
1867,31:56.57,,Medhin GEBRESLASSIE,1999-04-05,ETH,10,"FBK Stadium, Hengelo (NED)",2021-06-08,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.57,NED,22.0,2021
1868,31:56.58,,Eva DIETERICH,1999-03-29,GER,1,"Sportpark Orsbeck, Wassenberg (GER)",2024-05-04,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.58,GER,25.0,2024
1869,31:56.59,,Angela TOOBY,1960-10-24,GBR,9,"Neckarstadion, Stuttgart (GER)",1986-08-30,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.59,GER,25.0,1986
1869,31:56.59,,Katrina COOGAN,1993-11-15,USA,11,"Irvine, CA (USA)",2021-05-14,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.59,USA,27.0,2021
1869,31:56.59,,Philes ONGORI,1986-07-19,KEN,4,"Palo Alto, CA (USA)",2007-04-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.59,USA,20.0,2007
1872,31:56.61,,Nora Leticia ROCHA,1967-12-18,MEX,5,"Palo Alto, CA (USA)",2007-04-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.61,USA,39.0,2007
1873,31:56.62,,Inés MELCHOR,1986-08-30,PER,1f2,"Palo Alto, CA (USA)",2015-05-02,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.62,USA,28.0,2015
1874,31:56.65,,Glenrose XABA,1994-12-31,RSA,1,"Pilditch Stadium, Pretoria (RSA)",2025-03-14,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.65,RSA,30.0,2025
1875,31:56.66,,Svetlana GUSKOVA,1957-08-19,URS,1,Leningrad (URS),1986-06-08,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.66,URS,28.0,1986
1876,31:56.68,,Marielle HALL,1992-01-28,USA,2,"Drake Stadium, Des Moines, IA (USA)",2018-06-21,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.68,USA,26.0,2018
1877,31:56.72,,Sally KIPYEGO,1985-12-19,KEN,6,"Palo Alto, CA (USA)",2007-04-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.72,USA,21.0,2007
1877,31:56.72,,Tabithanjeri KAMAU,2000-07-03,KEN,1,"Prefectural Stadium, Kumagaya (JPN)",2025-05-23,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.72,JPN,24.0,2025
1879,31:56.74,,Carole ROUILLARD,1960-03-15,CAN,8h1,"National Stadium, Tokyo (JPN)",1991-08-27,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.74,JPN,31.0,1991
1879,31:56.74,,Alia SAEED MOHAMMED,1991-05-18,UAE,23,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-12,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.74,BRA,25.0,2016
1881,31:56.75,,Janeth Nyiva MUTUNGI,2004-08-27,KEN,2,"Prefectural Stadium, Kumagaya (JPN)",2025-05-23,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.75,JPN,20.0,2025
1882,31:56.77,,Eyerusalem KUMA,1981-09-07,ETH,1,Brazzaville (CGO),2004-07-17,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.77,CGO,22.0,2004
1882,31:56.77,,Tegla LOROUPE,1973-05-09,KEN,3,Hechtel (BEL),1997-07-19,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.77,BEL,24.0,1997
1884,31:56.78,,Franziska ROCHAT-MOSER,1966-08-17,SUI,9,Barakaldo (ESP),1999-04-10,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.78,ESP,32.0,1999
1884,31:56.78,,Nami KUROSAWA,1978-12-26,JPN,6,Kanazawa (JPN),2001-09-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.78,JPN,22.0,2001
1886,31:56.80,,Kerstin PRESSLER,1962-02-02,FRG,10,Roma (ITA),1987-08-04,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.8,ITA,25.0,1987
1886,31:56.80,,Kerstin PRESSLER,1962-02-02,FRG,10,"Stadio Olimpico, Roma (ITA)",1987-09-04,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.8,ITA,25.0,1987
1886,31:56.80,,Ruihuan LIU,1992-06-29,CHN,2,Shenyang (CHN),2013-09-11,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.8,CHN,21.0,2013
1886,31:56.80,,Jess JUDD,1995-01-07,GBR,17,"National Stadium, Tokyo (JPN)",2021-08-07,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.8,JPN,26.0,2021
1890,31:56.81,,Mari OZAKI,1975-07-16,JPN,7,Kobe (JPN),2004-04-25,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.81,JPN,28.0,2004
1890,31:56.81,,Yuka TAKASHIMA,1988-05-12,JPN,4f2,Yamaguchi (JPN),2014-10-10,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.81,JPN,26.0,2014
1892,31:56.84,,Dominique SCOTT,1992-06-24,RSA,15f1,"Palo Alto, CA (USA)",2016-05-01,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.84,USA,23.0,2016
1893,31:56.86,,Rachel CLIFF,1988-04-01,CAN,3,"Palo Alto, CA (USA)",2018-05-03,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.86,USA,30.0,2018
1894,31:56.90,,Helena JAVORNIK,1966-03-26,SLO,4,Athina (GRE),2003-04-12,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.9,GRE,37.0,2003
1894,31:56.90,,Joanne PAVEY,1973-09-20,GBR,1,Watford (GBR),2008-06-14,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.9,GBR,34.0,2008
1896,31:56.91,,Eva DIETERICH,1999-03-29,GER,4f1,"Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA)",2025-05-24,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.91,FRA,26.0,2025
1897,31:56.92,,Yuki MITSUNOBU,1992-11-09,JPN,4f1,Abashiri (JPN),2015-07-16,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.92,JPN,22.0,2015
1897,31:56.92,,Tsehay GEMECHU,1998-12-12,ETH,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-08-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.92,MAR,20.0,2019
1899,31:56.93,,Akemi MATSUNO,1968-04-27,JPN,3,Beijing (CHN),1990-09-27,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.93,CHN,22.0,1990
1900,31:56.94,,Libbie JOHNSON-HICKMAN,1965-02-17,USA,16,"Olympic Stadium, Sydney (AUS)",2000-09-30,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.94,AUS,35.0,2000
1900,31:56.94,,Masako CHIBA,1976-07-18,JPN,1,Kita-Kyushu (JPN),1999-05-09,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.94,JPN,22.0,1999
1900,31:56.94,,Alessia ZARBO,2001-09-11,FRA,2,"Griswold Stadium, Portland, OR (USA)",2025-06-14,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.94,USA,23.0,2025
1903,31:56.97,,Yvonne MURRAY,1964-10-04,GBR,1,Victoria (CAN),1994-08-24,1142,10000-metres,middlelong,female,senior,10000-metres,track,1916.97,CAN,29.0,1994
1904,31:57.0h,,Galina ZAKHAROVA,1956-09-07,URS,1,Chelyabinsk (URS),1982-09-03,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.0,URS,26.0,1982
1904,31:57.00,,Yelena VYAZOVA,1960-04-18,URS,2,Leningrad (URS),1986-06-08,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.0,URS,26.0,1986
1904,31:57.00,,Deena KASTOR,1973-02-14,USA,1,"Indianapolis, IN (USA)",2007-06-21,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.0,USA,34.0,2007
1907,31:57.01,,Olivia PRATT,1994-01-21,USA,6,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-05-06,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.01,USA,28.0,2022
1908,31:57.02,,Masae UEOKA,1972-10-06,JPN,7,Tokyo (JPN),1997-10-05,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.02,JPN,25.0,1997
1908,31:57.02,,Gunhild HALLE-HAUGEN,1972-06-01,NOR,8,"Olympiastadion, München (GER)",2002-08-06,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.02,GER,30.0,2002
1908,31:57.02,,Jane Gakunyi WANJIKU,1979-06-14,KEN,2,Kushiro (JPN),2006-06-17,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.02,JPN,27.0,2006
1908,31:57.02,,Jessica AUGUSTO,1981-11-08,POR,1f1,Lisboa (POR),2014-03-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.02,POR,32.0,2014
1912,31:57.03,,Nadia EJJAFINI,1977-11-08,ITA,18,"Olympic Stadium, London (GBR)",2012-08-03,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.03,GBR,34.0,2012
1913,31:57.04,,Dulce María RODRÍGUEZ,1972-08-14,MEX,7,"Palo Alto, CA (USA)",2007-04-29,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.04,USA,34.0,2007
1914,31:57.10,,Merima DENBOBA,1974-08-21,ETH,7,Villeneuve d'Ascq (FRA),2001-06-17,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.1,FRA,26.0,2001
1915,31:57.15,,Marie-Louise HAMRIN,1957-04-19,SWE,1,Helsinki (FIN),1990-08-19,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.15,FIN,33.0,1990
1916,31:57.19,,Lynn JENNINGS,1960-07-01,USA,1,"Sacramento, CA (USA)",1995-06-16,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.19,USA,34.0,1995
1917,31:57.23,,Izumi MAKI,1968-12-10,JPN,9h1,"National Stadium, Tokyo (JPN)",1991-08-27,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.23,JPN,22.0,1991
1917,31:57.23,,Sabrina MOCKENHAUPT,1980-12-06,GER,3,Oslo (NOR),2011-06-04,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.23,NOR,30.0,2011
1917,31:57.23,,Darya MASLOVA,1995-05-06,KGZ,17,"Olympic Stadium, London (GBR)",2017-08-05,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.23,GBR,22.0,2017
1920,31:57.24,,Delillah ASIAGO,1972-02-24,KEN,2,Kobe (JPN),1992-05-03,1142,10000-metres,middlelong,female,senior,10000-metres,track,1917.24,JPN,20.0,1992
1921,31:57.26,,Amy RUDOLPH,1973-09-18,USA,8,"Palo Alto, CA (USA)",2007-04-29,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.26,USA,33.0,2007
1922,31:57.35,,Grace Mbuthye KIMANZI,1992-03-01,KEN,1,Fukagawa (JPN),2015-07-09,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.35,JPN,23.0,2015
1923,31:57.38,,Jennifer RHINES,1974-07-01,USA,1,"Palo Alto, CA (USA)",2002-06-21,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.38,USA,27.0,2002
1923,31:57.38,,Alina PROKOPEVA,1985-08-16,RUS,2,Moskva (RUS),2012-06-11,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.38,RUS,26.0,2012
1925,31:57.41,,Sally BARSOSIO,1978-03-21,KEN,17,"Olympic Stadium, Sydney (AUS)",2000-09-30,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.41,AUS,22.0,2000
1926,31:57.42,,Sitora KHAMIDOVA,1989-05-12,UZB,18,"Olympic Stadium, London (GBR)",2017-08-05,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.42,GBR,28.0,2017
1927,31:57.43,,Maria Albertina DIAS,1965-04-26,POR,4,Villeneuve d'Ascq (FRA),1995-06-17,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.43,FRA,30.0,1995
1928,31:57.44,,Yukiko AKABA,1979-10-18,JPN,1,Hiroshima (JPN),2009-06-25,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.44,JPN,29.0,2009
1929,31:57.49,,Aster BACHA,,ETH,8,Villeneuve d'Ascq (FRA),2001-06-17,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.49,FRA,,2001
62,31:57.49,,Aster BACHA,,ETH,8,Villeneuve d'Ascq (FRA),2001-06-17,1141,10000-metres,middlelong,female,u20,10000-metres,track,1917.49,FRA,,2001
1930,31:57.50,,Megumi SEIKE,1987-02-26,JPN,2,Kobe (JPN),2007-10-13,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.5,JPN,20.0,2007
1931,31:57.51,,Elise CRANNY,1996-05-09,USA,12,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-19,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.51,HUN,27.0,2023
1932,31:57.54,,Irene Kwambai KIPCHUMBA,1978-10-25,KEN,2,Brazzaville (CGO),2004-07-17,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.54,CGO,25.0,2004
1933,31:57.56,,Anne AUDAIN,1955-11-01,NZL,1,Auckland (NZL),1987-03-17,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.56,NZL,31.0,1987
1933,31:57.56,,Päivi TIKKANEN,1960-01-19,FIN,4,Helsinki (FIN),1990-06-27,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.56,FIN,30.0,1990
1933,31:57.56,,Chelsea BLAASE,1994-04-10,USA,4,"Palo Alto, CA (USA)",2018-05-03,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.56,USA,24.0,2018
1936,31:57.58,,Hiromi OMINAMI,1975-11-15,JPN,8,Kobe (JPN),2004-04-25,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.58,JPN,28.0,2004
1937,31:57.64,,Sylvia MOSQUEDA,1966-04-08,USA,2,"Walnut, CA (USA)",2004-04-17,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.64,USA,38.0,2004
1938,31:57.65,,Sophie WALLIS,,GBR,12,"Parliament Hill Fields Athletics Track, London (GBR)",2024-05-18,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.65,GBR,,2024
1939,31:57.66,,Rosemary WANJIRU,1994-12-09,KEN,1,Kumagaya (JPN),2018-05-19,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.66,JPN,23.0,2018
1940,31:57.67,,Olivera JEVTIĆ,1977-07-24,YUG,10,"La Cartuja, Sevilla (ESP)",1999-08-26,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.67,ESP,22.0,1999
1941,31:57.70,,Janeth CHEPNGETICH,1998-07-23,KEN,5,"Nyayo National Stadium, Nairobi (KEN)",2023-07-08,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.7,KEN,24.0,2023
1942,31:57.71,,Irina MIKITENKO,1972-08-23,GER,1,Menden (GER),2008-05-03,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.71,GER,35.0,2008
1943,31:57.72,,Molly GRABILL,1992-08-31,USA,2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-03-06,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.72,USA,29.0,2022
1944,31:57.76,,Makiko KAWASHIMA,1977-08-05,JPN,9,Okayama (JPN),2003-09-27,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.76,JPN,26.0,2003
1945,31:57.77,,Takako KOTORIDA,1977-04-02,JPN,2,Kobe (JPN),2002-04-28,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.77,JPN,25.0,2002
1945,31:57.77,,Sitora KHAMIDOVA,1989-05-12,UZB,24,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-12,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.77,BRA,27.0,2016
1947,31:57.79,,Catherine Reline AMANANG'OLE,2002-10-05,KEN,2,"Nyayo National Stadium, Nairobi (KEN)",2023-06-23,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.79,KEN,20.0,2023
1948,31:57.80,,Svetlana GUSKOVA,1957-08-19,URS,2,Moskva (URS),1985-06-09,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.8,URS,27.0,1985
1948,31:57.8h,,Sally KIPYEGO,1985-12-19,KEN,2,Nairobi (KEN),2011-07-15,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.8,KEN,25.0,2011
1950,31:57.81,,Momoka KAWAGUCHI,1998-06-28,JPN,2f2,"Takebishi Stadium, Kyoto (JPN)",2022-12-10,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.81,JPN,24.0,2022
1951,31:57.82,,Ayuko SUZUKI,1991-10-08,JPN,2,Yamaguchi (JPN),2018-06-22,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.82,JPN,26.0,2018
1952,31:57.83,,Lynn JENNINGS,1960-07-01,USA,1,"Eugene, OR (USA)",1993-06-16,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.83,USA,32.0,1993
1953,31:57.84,,Izumi MAKI,1968-12-10,JPN,3,Oslo (NOR),1991-07-06,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.84,NOR,22.0,1991
1953,31:57.84,,Valeriia ZINENKO,1995-11-06,UKR,1,"Avangard Stadium, Lutsk (UKR)",2022-09-09,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.84,UKR,26.0,2022
1955,31:57.85,,Alena SAMOKHVALOVA,1980-11-21,RUS,20,"Olympiastadion, Helsinki (FIN)",2005-08-06,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.85,FIN,24.0,2005
1955,31:57.85,,Carrie DIMOFF,1983-05-31,USA,2,"Palo Alto, CA (USA)",2018-03-30,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.85,USA,34.0,2018
1955,31:57.85,,Alice Aprot NAWOWUNA,1994-01-02,KEN,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2022-04-09,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.85,KEN,28.0,2022
1955,31:57.85,,Sule UTURA,1990-02-08,ETH,9,Hengelo (NED),2015-06-17,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.85,NED,25.0,2015
1959,31:57.87,,Marleen RENDERS,1968-12-24,BEL,4,Hechtel (BEL),1997-07-19,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.87,BEL,28.0,1997
1960,31:57.90,,Claudia LOKAR,1964-02-09,GER,1,Minden (GER),1995-08-09,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.9,GER,31.0,1995
1961,31:57.91,,Mao ICHIYAMA,1997-05-29,JPN,5,"Palo Alto, CA (USA)",2018-05-03,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.91,USA,20.0,2018
1962,31:57.92,,Moeno NAKAMURA,1990-03-21,JPN,2f1,Abashiri (JPN),2016-07-11,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.92,JPN,26.0,2016
1963,31:57.94,,Hiromi MASUDA,1976-07-18,JPN,1,Fukuoka (JPN),1997-05-10,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.94,JPN,20.0,1997
1963,31:57.94,,Sara SLATTERY,1981-10-02,USA,8,Helsinki (FIN),2006-07-26,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.94,FIN,24.0,2006
1965,31:57.95,,Wei LI,1972-06-29,CHN,4,Nanjing (CHN),1996-05-08,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.95,CHN,23.0,1996
1965,31:57.95,,Kaori MORITA,1995-09-19,JPN,8f2,Yamaguchi (JPN),2018-12-08,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.95,JPN,23.0,2018
1965,31:57.95,,Zeineba YIMER,1998-06-17,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-08-29,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.95,MAR,21.0,2019
1968,31:57.97,,Juliet CHEKWEL,1990-05-25,UGA,7,Gold Coast (AUS),2018-04-09,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.97,AUS,27.0,2018
1969,31:57.98,,Derebe ALEMU,1983-06-05,ETH,4,Barakaldo (ESP),2004-07-10,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.98,ESP,21.0,2004
1969,31:57.98,,Katie MCGREGOR,1977-09-02,USA,6,"Palo Alto, CA (USA)",2003-05-02,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.98,USA,25.0,2003
1971,31:57.99,,Naoko TAKAHASHI,1972-05-06,JPN,2,Naruto (JPN),1998-06-14,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.99,JPN,26.0,1998
1971,31:57.99,,Diane NUKURI,1984-12-01,BDI,16f1,"Palo Alto, CA (USA)",2016-05-01,1141,10000-metres,middlelong,female,senior,10000-metres,track,1917.99,USA,31.0,2016
1973,31:58.00,,Jessica MARTIN,1992-10-01,GBR,1,Parliament Hill (GBR),2016-05-21,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.0,GBR,23.0,2016
1974,31:58.05,,Mari OZAKI,1975-07-16,JPN,4,Kobe (JPN),1999-04-25,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.05,JPN,23.0,1999
1975,31:58.08,,Benita WILLIS-JOHNSON,1979-05-06,AUS,4,Melbourne (AUS),2006-03-21,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.08,AUS,26.0,2006
1976,31:58.14,,Elva DRYER,1971-09-26,USA,2,"Sacramento, CA (USA)",2004-07-16,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.14,USA,32.0,2004
1977,31:58.17,,Kaede HAGITANI,2000-10-10,JPN,1,"Athletics Stadium, Fukagawa (JPN)",2022-06-22,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.17,JPN,21.0,2022
1978,31:58.21,,Philes ONGORI,1986-07-19,KEN,3f1,Yamagata (JPN),2008-09-26,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.21,JPN,22.0,2008
1979,31:58.23,,Gebeyanesh AYELE,1995-05-01,ETH,10,"FBK Stadium, Hengelo (NED)",2017-06-10,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.23,NED,22.0,2017
1980,31:58.24,,Carolyne JEPKOSGEI,,KEN,1,Tel Aviv (ISR),2019-04-24,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.24,ISR,,2019
1981,31:58.25,,Marie-Louise HAMRIN,1957-04-19,SWE,4,"Poljud Stadion, Split (CRO)",1990-08-31,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.25,CRO,33.0,1990
1981,31:58.25,,Isobel BATT-DOYLE,1995-09-14,AUS,7,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",2022-05-06,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.25,USA,26.0,2022
1983,31:58.33,,Jordan HASAY,1991-09-21,USA,17f1,"Palo Alto, CA (USA)",2016-05-01,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.33,USA,24.0,2016
1984,31:58.34,,Jennifer RHINES,1974-07-01,USA,2,"Sacramento, CA (USA)",2000-07-14,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.34,USA,26.0,2000
1984,31:58.34,,Xiaoli JIANG,1989-04-06,CHN,3,Shenyang (CHN),2013-09-11,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.34,CHN,24.0,2013
1986,31:58.36,,Yingjie SUN,1979-01-19,CHN,1,Guangzhou (CHN),2003-04-08,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.36,CHN,24.0,2003
1986,31:58.36,,Amy CRAGG,1984-01-21,USA,1,"Hayward Field, Eugene, OR (USA)",2012-06-22,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.36,USA,28.0,2012
1988,31:58.37,,Jackline CHEPNGENO,1993-01-16,KEN,2,Nairobi (KEN),2016-05-27,1141,10000-metres,middlelong,female,senior,10000-metres,track,1918.37,KEN,23.0,2016
1989,31:58.39,,Liz YELLING,1974-12-05,GBR,4,Manchester (GBR),2002-07-30,1140,10000-metres,middlelong,female,senior,10000-metres,track,1918.39,GBR,27.0,2002
1990,31:58.43,,Susie POWER,1975-03-26,AUS,1,Melbourne (AUS),2002-12-14,1140,10000-metres,middlelong,female,senior,10000-metres,track,1918.43,AUS,27.0,2002
1991,31:58.44,,Derebe ALEMU,1983-06-05,ETH,4,Valkenswaard (NED),2007-06-26,1140,10000-metres,middlelong,female,senior,10000-metres,track,1918.44,NED,24.0,2007
1992,31:58.45,,Konjit TILAHUN,1987-09-22,ETH,3,Kobe (JPN),2007-10-13,1140,10000-metres,middlelong,female,senior,10000-metres,track,1918.45,JPN,20.0,2007
