rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
298,58:59,,Donovan CHRISTIEN,1998-02-05,FRA,11,Paris (FRA),2023-10-08,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,FRA,25.0,2023
298,58:59,,Damien GRAS,1991-09-15,FRA,13,Paris (FRA),2022-10-09,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,FRA,31.0,2022
298,58:59,,Abderrahmane KACHIR,1992-09-25,MAR,1,Marrakech (MAR),2018-10-07,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,MAR,26.0,2018
298,58:59,,Hillary Kipkorir MAIYO,1993-10-02,KEN,8,Paris (FRA),2014-10-12,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,FRA,21.0,2014
298,58:59,,Pius Maiyo KIROP,1990-01-08,KEN,3,Marseille (FRA),2012-10-28,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,FRA,22.0,2012
298,58:59,,Tadessa WOLDMESKLE,1972-10-05,ETH,3,Alphen aan den Rijn (NED),1996-03-09,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,NED,23.0,1996
298,58:59,,John Morimbori GWAKO,1978-09-04,KEN,4,Alphen aan den Rijn (NED),2002-03-10,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,NED,23.0,2002
298,58:59,,Peter MUSYOKI,1980-04-06,KEN,1,Lausanne (SUI),2000-04-29,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,SUI,20.0,2000
298,58:59,,Andrew MASAI,1960-12-13,KEN,1,Thessaloniki (GRE),1995-10-08,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,GRE,34.0,1995
298,58:59,,Wilson Kipkemboi KIGEN,1980-08-10,KEN,6,Alphen aan den Rijn (NED),2003-03-09,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3539.0,NED,22.0,2003
308,59:00,,Stephan FREIGANG,1967-09-27,GER,1,Alphen aan den Rijn (NED),1994-03-13,1085.0,20-kilometres,road-running,male,senior,20-kilometres,track,3540.0,NED,26.0,1994
308,59:00,,Ashber GIRMA,1991-03-10,ETH,9,Paris (FRA),2014-10-12,1085.0,20-kilometres,road-running,male,senior,20-kilometres,track,3540.0,FRA,23.0,2014
1,1:01:25,,Joyciline JEPKOSGEI,1993-12-28,KEN,,Praha (CZE),2017-04-01,1237.0,20-kilometres,road-running,female,senior,20-kilometres,track,3685.0,CZE,23.0,2017
2,1:01:40,,Peres JEPCHIRCHIR,1993-09-27,KEN,,Ras Al Khaimah (UAE),2017-02-10,1231.0,20-kilometres,road-running,female,senior,20-kilometres,track,3700.0,UAE,23.0,2017
3,1:01:54,,Florence KIPLAGAT,1987-02-27,KEN,,Barcelona (ESP),2015-02-15,1225.0,20-kilometres,road-running,female,senior,20-kilometres,track,3714.0,ESP,27.0,2015
4,1:02:57,,Lornah KIPLAGAT,1974-05-01,NED,,Udine (ITA),2007-10-14,1202.0,20-kilometres,road-running,female,senior,20-kilometres,track,3777.0,ITA,33.0,2007
5,1:03:21,,Lornah KIPLAGAT,1974-05-01,NED,1.0,Debrecen (HUN),2006-10-08,1193.0,20-kilometres,road-running,female,senior,20-kilometres,track,3801.0,HUN,32.0,2006
6,1:03:23,,Constantina DITA-TOMESCU,1970-01-23,ROU,2.0,Debrecen (HUN),2006-10-08,1192.0,20-kilometres,road-running,female,senior,20-kilometres,track,3803.0,HUN,36.0,2006
7,1:03:47,,Rita Jeptoo SITIENEI,1981-02-15,KEN,3.0,Debrecen (HUN),2006-10-08,1183.0,20-kilometres,road-running,female,senior,20-kilometres,track,3827.0,HUN,25.0,2006
8,1:03:54,,Lornah KIPLAGAT,1974-05-01,KEN,1.0,Alphen aan den Rijn (NED),2001-03-11,1180.0,20-kilometres,road-running,female,senior,20-kilometres,track,3834.0,NED,26.0,2001
9,1:04:01,,Esther Wanjiru MAINA,1977-03-27,KEN,1.0,Kobe (JPN),2000-12-17,1178.0,20-kilometres,road-running,female,senior,20-kilometres,track,3841.0,JPN,23.0,2000
10,1:04:29,,Keira D'AMATO,1984-10-21,USA,1.0,"New Haven, CT (USA)",2022-09-05,1167.0,20-kilometres,road-running,female,senior,20-kilometres,track,3869.0,USA,37.0,2022
11,1:04:30,,Gladys JEMAIYO,,KEN,1.0,Paris (FRA),2023-10-08,1167.0,20-kilometres,road-running,female,senior,20-kilometres,track,3870.0,FRA,,2023
12,1:04:35,,Emily SISSON,1991-10-12,USA,2.0,"New Haven, CT (USA)",2022-09-05,1165.0,20-kilometres,road-running,female,senior,20-kilometres,track,3875.0,USA,30.0,2022
13,1:04:47,,Manon TRAPP,2000-08-01,FRA,1.0,Paris (FRA),2024-10-13,1160.0,20-kilometres,road-running,female,senior,20-kilometres,track,3887.0,FRA,24.0,2024
14,1:05:03,,Sarah CHEPCHIRCHIR,1984-07-27,KEN,1.0,Paris (FRA),2013-10-13,1155.0,20-kilometres,road-running,female,senior,20-kilometres,track,3903.0,FRA,29.0,2013
15,1:05:08,,Cynthia JEROTICH,1989-12-18,KEN,2.0,Paris (FRA),2013-10-13,1153.0,20-kilometres,road-running,female,senior,20-kilometres,track,3908.0,FRA,23.0,2013
16,1:05:11,,Xiuting WANG,1965-02-16,CHN,1.0,Miyazaki (JPN),1993-01-06,1152.0,20-kilometres,road-running,female,senior,20-kilometres,track,3911.0,JPN,27.0,1993
16,1:05:11,,Colleen DE REUCK,1964-04-13,RSA,1.0,"New Haven, CT (USA)",1998-09-07,1152.0,20-kilometres,road-running,female,senior,20-kilometres,track,3911.0,USA,34.0,1998
18,1:05:16,,Joyce CHEPCHUMBA,1970-11-06,KEN,1.0,Alphen aan den Rijn (NED),2000-03-12,1150.0,20-kilometres,road-running,female,senior,20-kilometres,track,3916.0,NED,29.0,2000
18,1:05:16,,Dire TUNE,1985-06-19,ETH,4.0,Debrecen (HUN),2006-10-08,1150.0,20-kilometres,road-running,female,senior,20-kilometres,track,3916.0,HUN,21.0,2006
20,1:05:21,,Edith MASAI,1967-04-04,KEN,5.0,Debrecen (HUN),2006-10-08,1148.0,20-kilometres,road-running,female,senior,20-kilometres,track,3921.0,HUN,39.0,2006
21,1:05:27,,Constantina DITA-TOMESCU,1970-01-23,ROU,1.0,Turnu-Severein (ROU),2006-08-12,1146.0,20-kilometres,road-running,female,senior,20-kilometres,track,3927.0,ROU,36.0,2006
22,1:05:28,,Hellen Jemaiyo KIMUTAI,1977-12-28,KEN,1.0,Paris (FRA),2000-10-22,1145.0,20-kilometres,road-running,female,senior,20-kilometres,track,3928.0,FRA,22.0,2000
23,1:05:30,,Mirriam WANGARI,1979-02-22,KEN,1.0,Paris (FRA),2009-10-11,1145.0,20-kilometres,road-running,female,senior,20-kilometres,track,3930.0,FRA,30.0,2009
24,1:05:32,,Kayoko FUKUSHI,1982-03-25,JPN,6.0,Debrecen (HUN),2006-10-08,1144.0,20-kilometres,road-running,female,senior,20-kilometres,track,3932.0,HUN,24.0,2006
25,1:05:36,,Cynthia JEROTICH,1989-12-18,KEN,1.0,Paris (FRA),2012-10-14,1142.0,20-kilometres,road-running,female,senior,20-kilometres,track,3936.0,FRA,22.0,2012
25,1:05:36,,Yurika NAKAMURA,1986-04-01,JPN,7.0,Debrecen (HUN),2006-10-08,1142.0,20-kilometres,road-running,female,senior,20-kilometres,track,3936.0,HUN,20.0,2006
27,1:05:38,,Megumi FUJIWARA,1969-06-19,JPN,2.0,Miyazaki (JPN),1993-01-06,1142.0,20-kilometres,road-running,female,senior,20-kilometres,track,3938.0,JPN,23.0,1993
28,1:05:42,,Nataliya BERKUT,1975-05-30,UKR,8.0,Debrecen (HUN),2006-10-08,1140.0,20-kilometres,road-running,female,senior,20-kilometres,track,3942.0,HUN,31.0,2006
28,1:05:42,,Elvan ABEYLEGESSE,1982-09-11,TUR,2.0,Paris (FRA),2012-10-14,1140.0,20-kilometres,road-running,female,senior,20-kilometres,track,3942.0,FRA,30.0,2012
30,1:05:44,,Katunge Agnes MUTUNE,1986-06-26,KEN,2.0,Paris (FRA),2009-10-11,1139.0,20-kilometres,road-running,female,senior,20-kilometres,track,3944.0,FRA,23.0,2009
31,1:05:47,,Aliphine Chepkerker TULIAMUK,1989-04-05,USA,1.0,"New Haven, CT (USA)",2016-09-05,1138.0,20-kilometres,road-running,female,senior,20-kilometres,track,3947.0,USA,27.0,2016
32,1:05:51,,Ruth Jepkoech KUTOL,1973-05-16,KEN,1.0,Almeirim (POR),2001-01-22,1137.0,20-kilometres,road-running,female,senior,20-kilometres,track,3951.0,POR,27.0,2001
32,1:05:51,,Rose CHELIMO,1989-07-12,KEN,1.0,Paris (FRA),2014-10-12,1137.0,20-kilometres,road-running,female,senior,20-kilometres,track,3951.0,FRA,25.0,2014
34,1:05:52,,Marla RUNYAN,1969-01-04,USA,1.0,"New Haven, CT (USA)",2003-09-01,1137.0,20-kilometres,road-running,female,senior,20-kilometres,track,3952.0,USA,34.0,2003
35,1:05:53,,Colleen DE REUCK,1964-04-13,USA,2.0,"New Haven, CT (USA)",2003-09-01,1136.0,20-kilometres,road-running,female,senior,20-kilometres,track,3953.0,USA,39.0,2003
36,1:05:55,,Bikile AMBESU,2004-09-26,ETH,2.0,Paris (FRA),2024-10-13,1135.0,20-kilometres,road-running,female,senior,20-kilometres,track,3955.0,FRA,20.0,2024
37,1:05:58,,Edith CHELIMO,1986-07-16,KEN,1.0,Cassis (FRA),2017-10-29,1134.0,20-kilometres,road-running,female,senior,20-kilometres,track,3958.0,FRA,31.0,2017
38,1:06:02,,Gebeyanesh AYELE,1995-05-01,ETH,1.0,Paris (FRA),2017-10-08,1133.0,20-kilometres,road-running,female,senior,20-kilometres,track,3962.0,FRA,22.0,2017
38,1:06:02,,Nancy Chepngetich KIMAIYO,,KEN,1.0,Paris (FRA),2015-10-11,1133.0,20-kilometres,road-running,female,senior,20-kilometres,track,3962.0,FRA,,2015
40,1:06:03,,Emily SISSON,1991-10-12,USA,2.0,"New Haven, CT (USA)",2016-09-05,1132.0,20-kilometres,road-running,female,senior,20-kilometres,track,3963.0,USA,24.0,2016
41,1:06:06,,Stine LARSEN,1975-11-05,NOR,2.0,Alphen aan den Rijn (NED),2000-03-12,1131.0,20-kilometres,road-running,female,senior,20-kilometres,track,3966.0,NED,24.0,2000
42,1:06:07,,Sarah CHEPCHIRCHIR,1984-07-27,KEN,1.0,Paris (FRA),2011-10-09,1131.0,20-kilometres,road-running,female,senior,20-kilometres,track,3967.0,FRA,27.0,2011
43,1:06:09,,Emily SISSON,1991-10-12,USA,1.0,"New Haven, CT (USA)",2023-09-04,1130.0,20-kilometres,road-running,female,senior,20-kilometres,track,3969.0,USA,31.0,2023
44,1:06:11,,Souad AIT SALEM,1979-01-06,ALG,9.0,Debrecen (HUN),2006-10-08,1130.0,20-kilometres,road-running,female,senior,20-kilometres,track,3971.0,HUN,27.0,2006
45,1:06:12,,Guixia ZHENG,1973-06-24,CHN,2.0,Kobe (JPN),2000-12-17,1129.0,20-kilometres,road-running,female,senior,20-kilometres,track,3972.0,JPN,27.0,2000
46,1:06:13,,Gladys Chepchirchir KIPSOI,1986-03-21,KEN,3.0,Paris (FRA),2013-10-13,1129.0,20-kilometres,road-running,female,senior,20-kilometres,track,3973.0,FRA,27.0,2013
47,1:06:15,,Mihaela Maria BOTEZAN-PRUNDUS,1976-11-21,ROU,2.0,Paris (FRA),2000-10-22,1128.0,20-kilometres,road-running,female,senior,20-kilometres,track,3975.0,FRA,23.0,2000
47,1:06:15,,Miyuki NISHIMURA,1980-04-16,JPN,3.0,Kobe (JPN),2000-12-17,1128.0,20-kilometres,road-running,female,senior,20-kilometres,track,3975.0,JPN,20.0,2000
47,1:06:15,,Teyba ERKESSO,1982-10-30,ETH,10.0,Debrecen (HUN),2006-10-08,1128.0,20-kilometres,road-running,female,senior,20-kilometres,track,3975.0,HUN,23.0,2006
50,1:06:16,,Mirriam WANGARI,1979-02-22,KEN,2.0,Paris (FRA),2011-10-09,1128.0,20-kilometres,road-running,female,senior,20-kilometres,track,3976.0,FRA,32.0,2011
50,1:06:16,,Susan JEPTOOO,1987-03-07,KEN,2.0,Paris (FRA),2017-10-08,1128.0,20-kilometres,road-running,female,senior,20-kilometres,track,3976.0,FRA,30.0,2017
52,1:06:20,,Erika KEMP,1995-01-26,USA,1.0,"New Haven, CT (USA)",2021-09-06,1126.0,20-kilometres,road-running,female,senior,20-kilometres,track,3980.0,USA,26.0,2021
52,1:06:20,,Anikó KÁLOVICS,1977-05-13,HUN,11.0,Debrecen (HUN),2006-10-08,1126.0,20-kilometres,road-running,female,senior,20-kilometres,track,3980.0,HUN,29.0,2006
54,1:06:21,,Hellen KIMAIYO-KIPKOSKEI,1968-09-08,KEN,1.0,Paris (FRA),1998-10-18,1126.0,20-kilometres,road-running,female,senior,20-kilometres,track,3981.0,FRA,30.0,1998
54,1:06:21,,Pauline WANGUI,1984-07-17,KEN,1.0,Alphen aan den Rijn (NED),2010-03-07,1126.0,20-kilometres,road-running,female,senior,20-kilometres,track,3981.0,NED,25.0,2010
56,1:06:24,,Rose CHELIMO,1989-07-12,KEN,3.0,Paris (FRA),2011-10-09,1125.0,20-kilometres,road-running,female,senior,20-kilometres,track,3984.0,FRA,22.0,2011
56,1:06:24,,Dera DIDA,1996-10-26,ETH,1.0,Paris (FRA),2016-10-09,1125.0,20-kilometres,road-running,female,senior,20-kilometres,track,3984.0,FRA,19.0,2016
56,1:06:24,,Etagegne WOLDU,1996-05-10,ETH,2.0,Paris (FRA),2016-10-09,1125.0,20-kilometres,road-running,female,senior,20-kilometres,track,3984.0,FRA,20.0,2016
59,1:06:25,,Kazue OGOSHI,1981-03-02,JPN,4.0,Kobe (JPN),2000-12-17,1124.0,20-kilometres,road-running,female,senior,20-kilometres,track,3985.0,JPN,19.0,2000
59,1:06:25,,Keira D'AMATO,1984-10-21,USA,1.0,"New Haven, CT (USA)",2024-09-02,1124.0,20-kilometres,road-running,female,senior,20-kilometres,track,3985.0,USA,39.0,2024
61,1:06:26,,Molly HUDDLE,1984-08-31,USA,1.0,"New Haven, CT (USA)",2015-09-07,1124.0,20-kilometres,road-running,female,senior,20-kilometres,track,3986.0,USA,31.0,2015
62,1:06:27,,Mingxia WANG,1971-06-06,CHN,3.0,Miyazaki (JPN),1993-01-06,1124.0,20-kilometres,road-running,female,senior,20-kilometres,track,3987.0,JPN,21.0,1993
63,1:06:28,,Tsugumi FUKUYAMA,1968-04-10,JPN,4.0,Miyazaki (JPN),1993-01-06,1123.0,20-kilometres,road-running,female,senior,20-kilometres,track,3988.0,JPN,24.0,1993
63,1:06:28,,Cynthia JEROTICH,1989-12-18,KEN,4.0,Paris (FRA),2011-10-09,1123.0,20-kilometres,road-running,female,senior,20-kilometres,track,3988.0,FRA,21.0,2011
65,1:06:29,,Mestawat TUFA,1983-09-14,ETH,1.0,Paris (FRA),2003-10-19,1123.0,20-kilometres,road-running,female,senior,20-kilometres,track,3989.0,FRA,20.0,2003
66,1:06:30,,Yoshiko YAMAMOTO,1970-06-06,JPN,5.0,Miyazaki (JPN),1993-01-06,1123.0,20-kilometres,road-running,female,senior,20-kilometres,track,3990.0,JPN,22.0,1993
66,1:06:30,,Gulnara VYGOVSKAYA,1980-09-06,RUS,12.0,Debrecen (HUN),2006-10-08,1123.0,20-kilometres,road-running,female,senior,20-kilometres,track,3990.0,HUN,26.0,2006
68,1:06:31,,Akari TAKEMOTO,1971-12-29,JPN,6.0,Miyazaki (JPN),1993-01-06,1122.0,20-kilometres,road-running,female,senior,20-kilometres,track,3991.0,JPN,21.0,1993
68,1:06:31,,Kazue OGOSHI,1981-03-02,JPN,1.0,Kobe (JPN),1999-11-14,1122.0,20-kilometres,road-running,female,senior,20-kilometres,track,3991.0,JPN,18.0,1999
68,1:06:31,,Susan JEPTOOO,1987-03-07,KEN,3.0,Paris (FRA),2016-10-09,1122.0,20-kilometres,road-running,female,senior,20-kilometres,track,3991.0,FRA,29.0,2016
71,1:06:32,,Helen BEKELE,1994-11-21,SUI,1.0,Genève (SUI),2022-11-06,1122.0,20-kilometres,road-running,female,senior,20-kilometres,track,3992.0,SUI,27.0,2022
72,1:06:33,,Cristina POMACU,1973-09-15,ROU,2.0,Paris (FRA),1998-10-18,1122.0,20-kilometres,road-running,female,senior,20-kilometres,track,3993.0,FRA,25.0,1998
72,1:06:33,,Teyba ERKESSO,1982-10-30,ETH,2.0,Paris (FRA),2003-10-19,1122.0,20-kilometres,road-running,female,senior,20-kilometres,track,3993.0,FRA,20.0,2003
72,1:06:33,,Natalya KURBATOVA,1985-10-17,RUS,13.0,Debrecen (HUN),2006-10-08,1122.0,20-kilometres,road-running,female,senior,20-kilometres,track,3993.0,HUN,20.0,2006
75,1:06:34,,Jane Auro EKIMAT,1974-06-12,KEN,3.0,Paris (FRA),2003-10-19,1121.0,20-kilometres,road-running,female,senior,20-kilometres,track,3994.0,FRA,29.0,2003
76,1:06:35,,Beatrice CHERONO,1994-08-12,KEN,4.0,Paris (FRA),2016-10-09,1121.0,20-kilometres,road-running,female,senior,20-kilometres,track,3995.0,FRA,22.0,2016
76,1:06:35,,Jordan HASAY,1991-09-21,USA,1.0,"New Haven, CT (USA)",2017-09-04,1121.0,20-kilometres,road-running,female,senior,20-kilometres,track,3995.0,USA,25.0,2017
78,1:06:36,,Mekdes WOLDU,1992-10-20,FRA,2.0,Paris (FRA),2023-10-08,1120.0,20-kilometres,road-running,female,senior,20-kilometres,track,3996.0,FRA,30.0,2023
78,1:06:36,,Berhane ADERE,1973-11-23,ETH,1.0,Paris (FRA),1999-10-17,1120.0,20-kilometres,road-running,female,senior,20-kilometres,track,3996.0,FRA,25.0,1999
80,1:06:37,,Hellen KIMAIYO-KIPKOSKEI,1968-09-08,KEN,1.0,Paris (FRA),1993-10-17,1120.0,20-kilometres,road-running,female,senior,20-kilometres,track,3997.0,FRA,25.0,1993
81,1:06:39,,Pauline WANGUI,1984-07-17,KEN,1.0,Alphen aan den Rijn (NED),2009-03-08,1119.0,20-kilometres,road-running,female,senior,20-kilometres,track,3999.0,NED,24.0,2009
81,1:06:39,,Ednah KURGAT,1991-06-15,USA,2.0,"New Haven, CT (USA)",2023-09-04,1119.0,20-kilometres,road-running,female,senior,20-kilometres,track,3999.0,USA,32.0,2023
83,1:06:40,,Joyce CHEPCHUMBA,1970-11-06,KEN,1.0,Alphen aan den Rijn (NED),1999-03-13,1119.0,20-kilometres,road-running,female,senior,20-kilometres,track,4000.0,NED,28.0,1999
83,1:06:40,,Bekelech GUDETA,1997-10-11,ETH,3.0,Paris (FRA),2017-10-08,1119.0,20-kilometres,road-running,female,senior,20-kilometres,track,4000.0,FRA,20.0,2017
85,1:06:41,,Muliye DEKEBO,1998-03-13,ETH,2.0,Cassis (FRA),2017-10-29,1119.0,20-kilometres,road-running,female,senior,20-kilometres,track,4001.0,FRA,19.0,2017
86,1:06:42,,Rose CHEPCHUMBA,1979-03-14,KEN,4.0,Paris (FRA),2003-10-19,1118.0,20-kilometres,road-running,female,senior,20-kilometres,track,4002.0,FRA,24.0,2003
87,1:06:43,,Blake PHILLIPS-RUSSELL,1975-07-24,USA,1.0,"New Haven, CT (USA)",2005-09-05,1118.0,20-kilometres,road-running,female,senior,20-kilometres,track,4003.0,USA,30.0,2005
88,1:06:44,,Jeļena PROKOPČUKA,1976-09-21,LAT,1.0,Paris (FRA),2002-10-13,1118.0,20-kilometres,road-running,female,senior,20-kilometres,track,4004.0,FRA,26.0,2002
89,1:06:46,,Restituta JOSEPH KEMI,1971-07-30,TAN,3.0,Paris (FRA),1998-10-18,1117.0,20-kilometres,road-running,female,senior,20-kilometres,track,4006.0,FRA,27.0,1998
89,1:06:46,,Sara HALL,1983-04-15,USA,1.0,"New Haven, CT (USA)",2019-09-02,1117.0,20-kilometres,road-running,female,senior,20-kilometres,track,4006.0,USA,36.0,2019
91,1:06:47,,Eunice JEPKORIR,1982-02-17,KEN,14.0,Debrecen (HUN),2006-10-08,1116.0,20-kilometres,road-running,female,senior,20-kilometres,track,4007.0,HUN,24.0,2006
92,1:06:48,,Adero NYAKISI,1986-07-02,UGA,2.0,Alphen aan den Rijn (NED),2010-03-07,1116.0,20-kilometres,road-running,female,senior,20-kilometres,track,4008.0,NED,23.0,2010
93,1:06:49,,Sutume Asefa KEBEDE,1994-12-11,ETH,1.0,Lausanne (SUI),2015-04-26,1116.0,20-kilometres,road-running,female,senior,20-kilometres,track,4009.0,SUI,20.0,2015
94,1:06:50,,Jessica MCCLAIN,1992-02-15,USA,2.0,"New Haven, CT (USA)",2024-09-02,1115.0,20-kilometres,road-running,female,senior,20-kilometres,track,4010.0,USA,32.0,2024
95,1:06:52,,Cathie TWOMEY,1956-10-24,USA,1.0,Chunichi (JPN),1982-03-07,1115.0,20-kilometres,road-running,female,senior,20-kilometres,track,4012.0,JPN,25.0,1982
96,1:06:55,,Debellu Shitaye GEMECHU,1980-06-17,ETH,1.0,Alphen aan den Rijn (NED),2002-03-10,1114.0,20-kilometres,road-running,female,senior,20-kilometres,track,4015.0,NED,21.0,2002
97,1:06:56,,Alicia CRAIG,1982-06-14,USA,1.0,"New Haven, CT (USA)",2007-09-03,1113.0,20-kilometres,road-running,female,senior,20-kilometres,track,4016.0,USA,25.0,2007
97,1:06:56,,Cynthia JEROTICH,1989-12-18,KEN,1.0,Tours (FRA),2011-09-25,1113.0,20-kilometres,road-running,female,senior,20-kilometres,track,4016.0,FRA,21.0,2011
99,1:06:58,,Youfeng ZHAO,1965-05-05,CHN,1.0,Miyazaki (JPN),1989-01-06,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4018.0,JPN,23.0,1989
99,1:06:58,,Jane Auro EKIMAT,1974-06-12,KEN,1.0,Almeirim (POR),2002-01-20,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4018.0,POR,27.0,2002
99,1:06:58,,Joyce CHEPCHUMBA,1970-11-06,KEN,1.0,Alphen aan den Rijn (NED),2003-03-09,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4018.0,NED,32.0,2003
102,1:06:59,,Makena MORLEY,1996-11-21,USA,2.0,"New Haven, CT (USA)",2021-09-06,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4019.0,USA,24.0,2021
102,1:06:59,,Emily DURGIN,1994-05-15,USA,3.0,"New Haven, CT (USA)",2023-09-04,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4019.0,USA,29.0,2023
102,1:06:59,,Anais QUEMENER,1991-04-01,FRA,3.0,Paris (FRA),2023-10-08,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4019.0,FRA,32.0,2023
105,1:07:00,,Lyudmila BIKTASHEVA,1974-07-25,RUS,2.0,Paris (FRA),1999-10-17,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4020.0,FRA,25.0,1999
105,1:07:00,,Caroline KWAMBAI,1975-09-09,KEN,2.0,Alphen aan den Rijn (NED),2001-03-11,1112.0,20-kilometres,road-running,female,senior,20-kilometres,track,4020.0,NED,25.0,2001
