rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
26,5.67,,Marian WORONIN,1956-08-13,POL,1sf1,"Palais des Sports, Grenoble (FRA) (i)",1981-02-21,1193.0,50-metres,sprints,male,senior,50-metres,track,5.67,FRA,24.0,1981
26,5.67,,Kareem KELLY,1981-04-01,USA,3,"Los Angeles, CA (USA) (i)",2000-02-19,1193.0,50-metres,sprints,male,senior,50-metres,track,5.67,USA,18.0,2000
39,5.68,,Trell KIMMONS,1985-07-13,USA,3,"MSG, New York, NY (USA) (i)",2012-01-28,1187.0,50-metres,sprints,male,senior,50-metres,track,5.68,USA,26.0,2012
39,5.68,,Freddy MAYOLA,1977-11-01,CUB,,Liévin (FRA) (i),2004-02-28,1187.0,50-metres,sprints,male,senior,50-metres,track,5.68,FRA,26.0,2004
39,5.68,,Jon DRUMMOND,1968-09-09,USA,2,Hamilton (CAN) (i),1993-01-15,1187.0,50-metres,sprints,male,senior,50-metres,track,5.68,CAN,24.0,1993
39,5.68,,Michael GREEN,1970-11-07,JAM,1,Hamilton (CAN) (i),1995-01-13,1187.0,50-metres,sprints,male,senior,50-metres,track,5.68,CAN,24.0,1995
39,5.68,,Emmit KING,1959-03-24,USA,1h1,Kobe (JPN) (i),1986-03-05,1187.0,50-metres,sprints,male,senior,50-metres,track,5.68,JPN,26.0,1986
39,5.68,,Wolfgang LÖBE,1953-10-22,GDR,1f3,Berlin (GER) (i),1974-02-03,1187.0,50-metres,sprints,male,senior,50-metres,track,5.68,GER,20.0,1974
39,5.68,,Lee MCRAE,1966-01-23,USA,1,Hamilton (CAN) (i),1989-01-13,1187.0,50-metres,sprints,male,senior,50-metres,track,5.68,CAN,22.0,1989
46,5.69,,Mickey GRIMES,1976-10-10,USA,2,"Los Angeles, CA (USA) (i)",2001-01-20,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,USA,24.0,2001
46,5.69,,Romell GLAVE,1999-11-11,GBR,h1,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CZE,25.0,2025
46,5.69,,Romell GLAVE,1999-11-11,GBR,,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CZE,25.0,2025
46,5.69,,Mickey GRIMES,1976-10-10,USA,2,Saskatoon (CAN) (i),2003-02-08,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CAN,26.0,2003
46,5.69,,Nicolas MACROZONARIS,1980-08-22,CAN,1,Saskatoon (CAN) (i),2003-02-08,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CAN,22.0,2003
46,5.69,,Gennadiy CHERNOVOL,1976-06-06,KAZ,,Liévin (FRA) (i),2002-02-24,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,FRA,25.0,2002
46,5.69,,Nicolas MACROZONARIS,1980-08-22,CAN,1,Saskatoon (CAN) (i),2002-01-12,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CAN,21.0,2002
46,5.69,,Bruny SURIN,1967-07-12,CAN,1,Montréal (CAN) (i),2000-02-05,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CAN,32.0,2000
46,5.69,,Andre CASON,1969-01-20,USA,1,"Los Angeles, CA (USA) (i)",1991-01-18,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,USA,22.0,1991
46,5.69,,Ibrahim MEITÉ,1976-11-18,CIV,1,Grenoble (FRA) (i),1995-01-29,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,FRA,18.0,1995
46,5.69,,Bryan HOWARD,1976-10-07,USA,1f3,"Los Angeles, CA (USA) (i)",1994-02-19,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,USA,17.0,1994
46,5.69,,Jon DRUMMOND,1968-09-09,USA,3f2,"Los Angeles, CA (USA) (i)",1994-02-19,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,USA,25.0,1994
46,5.69,,Davidson EZINWA,1971-11-22,NGR,2f2,"Los Angeles, CA (USA) (i)",1994-02-19,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,USA,22.0,1994
46,5.69,,Henry NEAL,1970-10-28,USA,1,Hamilton (CAN) (i),1994-01-14,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CAN,23.0,1994
46,5.69,,Raymond STEWART,1965-03-18,JAM,,Madrid (ESP) (i),1995-02-09,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,ESP,29.0,1995
46,5.69,,Ben JOHNSON,1961-12-30,CAN,1,Toronto (CAN) (i),1984-02-25,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,CAN,22.0,1984
46,5.69,,Ron BROWN,1961-03-31,USA,1,"San Diego, CA (USA) (i)",1984-02-17,1180.0,50-metres,sprints,male,senior,50-metres,track,5.69,USA,22.0,1984
63,5.7,,Reynier MENA,1996-11-21,CUB,h1,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,CZE,28.0,2025
63,5.7,,Blake SMITH,1993-05-28,USA,1h2,Saskatoon (CAN) (i),2018-01-26,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,CAN,24.0,2018
63,5.7,,Bryce ROBINSON,1993-11-13,USA,2,Saskatoon (CAN) (i),2018-01-26,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,CAN,24.0,2018
63,5.7,,Erol MUTLUSOY,1976-06-16,TUR,1,Izmir (TUR) (i),2011-02-04,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,TUR,34.0,2011
63,5.7,,Calvin SMITH,1961-01-08,USA,1,"Rosemont, IL (USA) (i)",1984-01-29,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,USA,23.0,1984
63,5.7,,Marian WORONIN,1956-08-13,POL,1h3,"Palais des Sports, Grenoble (FRA) (i)",1981-02-21,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,FRA,24.0,1981
63,5.7,,Jobst HIRSCHT,1948-07-19,FRG,1sf2,"Palacio de Deportes, Madrid (ESP) (i)",1968-03-09,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,ESP,19.0,1968
63,5.7,,Andrey GRIGORYEV,1970-05-18,RUS,2,Moskva (RUS) (i),1994-02-04,1173.0,50-metres,sprints,male,senior,50-metres,track,5.7,RUS,23.0,1994
71,5.71,,Demi OMOLE,1985-07-29,USA,1f1,Saskatoon (CAN) (i),2009-01-10,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,CAN,23.0,2009
71,5.71,,Usheoritse ITSEKIRI,1998-01-31,NGR,1,"Field House, Saskatoon (CAN) (i)",2024-01-26,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,CAN,26.0,2024
71,5.71,,Christophe LEMAITRE,1990-06-11,FRA,h1,Liévin (FRA) (i),2012-02-14,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,FRA,21.0,2012
71,5.71,,Christophe LEMAITRE,1990-06-11,FRA,,Liévin (FRA) (i),2012-02-14,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,FRA,21.0,2012
71,5.71,,Justin GATLIN,1982-02-10,USA,4,"MSG, New York, NY (USA) (i)",2012-01-28,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,USA,29.0,2012
71,5.71,,Ronnie BAKER,1993-10-15,USA,h1,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,CZE,31.0,2025
71,5.71,,Lerone CLARKE,1981-07-07,JAM,,Liévin (FRA) (i),2010-03-05,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,FRA,28.0,2010
71,5.71,,Harry AIKINES-ARYEETEY,1988-08-29,GBR,,Liévin (FRA) (i),2010-03-05,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,FRA,21.0,2010
71,5.71,,Christophe LEMAITRE,1990-06-11,FRA,,Liévin (FRA) (i),2010-03-05,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,FRA,19.0,2010
71,5.71,,Freddy MAYOLA,1977-11-01,CUB,h2,Liévin (FRA) (i),2004-02-28,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,FRA,26.0,2004
71,5.71,,Sergiy OSOVICH,1973-12-16,UKR,2,Moskva (RUS) (i),1996-02-07,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,RUS,22.0,1996
71,5.71,,Mickey GRIMES,1976-10-10,USA,4,"Los Angeles, CA (USA) (i)",2000-02-19,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,USA,23.0,2000
71,5.71,,Roland NÉMETH,1974-09-19,HUN,1,Nyíregyháza (HUN) (i),2000-02-05,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,HUN,25.0,2000
71,5.71,,Bruny SURIN,1967-07-12,CAN,1,Ottawa (CAN) (i),1999-01-22,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,CAN,31.0,1999
71,5.71,,Bruny SURIN,1967-07-12,CAN,1,Windsor (CAN) (i),1999-01-16,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,CAN,31.0,1999
71,5.71,,Frank FREDERICKS,1967-10-02,NAM,2,Grenoble (FRA) (i),1995-01-29,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,FRA,27.0,1995
71,5.71,,Yuriy MIZERA,1966-02-26,RUS,4,Moskva (RUS) (i),1994-02-04,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,RUS,27.0,1994
71,5.71,,Andrey FEDORIV,1963-08-11,RUS,3,Moskva (RUS) (i),1994-02-04,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,RUS,30.0,1994
71,5.71,,Lee MCNEILL,1964-12-02,USA,2,Hamilton (CAN) (i),1989-01-13,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,CAN,24.0,1989
71,5.71,,Douglas BIGNALL,1974-10-20,GBR,3,"Los Angeles, CA (USA) (i)",2001-01-20,1166.0,50-metres,sprints,male,senior,50-metres,track,5.71,USA,26.0,2001
91,5.72,,Anninos MARKOULLIDES,1971-02-08,CYP,2,Nyíregyháza (HUN) (i),2000-02-05,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,HUN,29.0,2000
91,5.72,,Marcus ROWLAND,1990-03-11,USA,1,Saskatoon (CAN) (i),2014-01-31,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,CAN,23.0,2014
91,5.72,,Peter EMELIEZE,1988-04-19,NGR,,Liévin (FRA) (i),2009-02-10,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,FRA,20.0,2009
91,5.72,,Demi OMOLE,1985-07-29,USA,1h1,Saskatoon (CAN) (i),2009-01-09,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,CAN,23.0,2009
91,5.72,,Nicolas MACROZONARIS,1980-08-22,CAN,1,Saskatoon (CAN) (i),2006-02-04,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,CAN,25.0,2006
91,5.72,,Vitaliy SAVIN,1966-01-23,KAZ,,Madrid (ESP) (i),1995-02-09,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,ESP,29.0,1995
91,5.72,,Jobst HIRSCHT,1948-07-19,FRG,1,"Palacio de Deportes, Madrid (ESP) (i)",1968-03-09,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,ESP,19.0,1968
91,5.72,,Anvar KUCHMURADOV,1970-01-05,UZB,5,Moskva (RUS) (i),1994-02-04,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,RUS,24.0,1994
91,5.72,,Sven MATTHES,1969-08-23,GDR,1,Berlin (GER) (i),1988-02-19,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,GER,18.0,1988
91,5.72,,Carl LEWIS,1961-07-01,USA,2,"San Diego, CA (USA) (i)",1984-02-17,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,USA,22.0,1984
91,5.72,,Emmit KING,1959-03-24,USA,1,Sherbrooke (CAN) (i),1984-01-15,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,CAN,24.0,1984
91,5.72,,Ray JAMES,1959-10-14,USA,1,"Syracuse, NY (USA) (i)",1980-02-10,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,USA,20.0,1980
91,5.72,,Dmitriy BARTENYEV,1969-03-08,RUS,1h2,Moskva (RUS) (i),1994-02-04,1160.0,50-metres,sprints,male,senior,50-metres,track,5.72,RUS,24.0,1994
104,5.73,,Shuhei TADA,1996-06-24,JPN,,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,CZE,28.0,2025
104,5.73,,Joshua HARTMANN,1999-06-09,GER,,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,CZE,25.0,2025
104,5.73,,Igor OBRAZTSOV,1995-10-21,RUS,1,"Znamenskikh Arena, Moskva (RUS) (i)",2021-12-24,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,RUS,26.0,2021
104,5.73,,Umut UYSAL,2002-03-04,TUR,1,"Ataköy Arena, Istanbul (TUR) (i)",2020-01-18,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,TUR,17.0,2020
104,5.73,,Cordero GRAY,1989-05-09,USA,2,Saskatoon (CAN) (i),2014-01-31,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,CAN,24.0,2014
104,5.73,,Christophe LEMAITRE,1990-06-11,FRA,h1,Liévin (FRA) (i),2010-03-05,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,FRA,19.0,2010
104,5.73,,Emmanuel NGOM PRISO,1984-12-15,FRA,,Liévin (FRA) (i),2009-02-20,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,FRA,24.0,2009
104,5.73,,DaBryan BLANTON,1984-07-03,USA,3f1,Saskatoon (CAN) (i),2009-01-10,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,CAN,24.0,2009
104,5.73,,Nicolas MACROZONARIS,1980-08-22,CAN,2f1,Saskatoon (CAN) (i),2009-01-10,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,CAN,28.0,2009
104,5.73,,Jon DRUMMOND,1968-09-09,USA,2,"Los Angeles, CA (USA) (i)",2002-02-23,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,USA,33.0,2002
104,5.73,,Jeff LAYNES,1970-10-03,USA,2,Saskatoon (CAN) (i),2006-02-04,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,CAN,35.0,2006
104,5.73,,Wolfgang RABE,1952-05-14,GDR,1h,Berlin (GER) (i),1973-02-04,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,GER,20.0,1973
104,5.73,,Brian COOPER,1965-08-21,USA,1,"Cleveland, OH (USA) (i)",1990-02-17,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,USA,24.0,1990
104,5.73,,Jiří VALÍK,1966-07-26,TCH,1,Praha (TCH) (i),1990-02-10,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,TCH,23.0,1990
104,5.73,,Michael MARSH,1967-08-04,USA,1f1,"Los Angeles, CA (USA) (i)",1990-01-19,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,USA,22.0,1990
104,5.73,,Steffen BRINGMANN,1964-03-11,GDR,3,Kobe (JPN) (i),1986-03-05,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,JPN,21.0,1986
104,5.73,,Harvey GLANCE,1957-03-28,USA,1h2,"Rosemont, IL (USA) (i)",1986-02-16,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,USA,28.0,1986
104,5.73,,Albert LAWRENCE,1961-04-26,JAM,1,Kobe (JPN) (i),1985-03-09,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,JPN,23.0,1985
104,5.73,,František PTÁČNÍK,1962-02-27,TCH,1,Praha (TCH) (i),1985-01-26,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,TCH,22.0,1985
104,5.73,,Vladimir MURAVYOV,1959-09-30,URS,2sf1,"Palais des Sports, Grenoble (FRA) (i)",1981-02-21,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,FRA,21.0,1981
104,5.73,,Mickey GRIMES,1976-10-10,USA,1,"Los Angeles, CA (USA) (i)",2002-02-23,1153.0,50-metres,sprints,male,senior,50-metres,track,5.73,USA,25.0,2002
125,5.74,,Ronald POGNON,1982-11-16,FRA,,Liévin (FRA) (i),2010-03-05,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,FRA,27.0,2010
125,5.74,,Lerone CLARKE,1981-07-07,JAM,h2,Liévin (FRA) (i),2010-03-05,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,FRA,28.0,2010
125,5.74,,Kimmari ROACH,1989-04-17,JAM,5,"MSG, New York, NY (USA) (i)",2012-01-28,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,USA,22.0,2012
125,5.74,,Nikolaj HOMAN,1990-12-02,BLR,1h3,Minsk (BLR) (i),2009-12-23,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,BLR,19.0,2009
125,5.74,,Igor OBRAZTSOV,1995-10-21,RUS,1h2,"Znamenskikh Arena, Moskva (RUS) (i)",2021-12-24,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,RUS,26.0,2021
125,5.74,,Usheoritse ITSEKIRI,1998-01-31,NGR,1,"Field House, Saskatoon (CAN) (i)",2025-01-24,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,CAN,27.0,2025
125,5.74,,Rikkoi BRATHWAITE,1999-02-13,IVB,,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,CZE,25.0,2025
125,5.74,,Shuhei TADA,1996-06-24,JPN,h2,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,CZE,28.0,2025
125,5.74,,Nicolas MACROZONARIS,1980-08-22,CAN,1,Hamilton (CAN) (i),2005-02-18,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,CAN,24.0,2005
125,5.74,,Jason ROGERS,1991-08-31,SKN,3,Saskatoon (CAN) (i),2014-01-31,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,CAN,22.0,2014
125,5.74,,Eric NKANSAH,1974-12-12,GHA,1,Sindelfingen (GER) (i),2001-03-04,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,GER,26.0,2001
125,5.74,,Klaus-Dieter KURRAT,1955-01-16,GDR,1,Berlin (GER) (i),1977-03-06,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,GER,22.0,1977
125,5.74,,Ephraim SERRETTE,1957-10-06,TTO,1,Edmonton (CAN) (i),1980-02-16,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,CAN,22.0,1980
125,5.74,,James BUTLER,1960-06-21,USA,2,"Rosemont, IL (USA) (i)",1983-01-15,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,USA,22.0,1983
125,5.74,,Greg MOSES,1965-12-29,USA,2,"Cleveland, OH (USA) (i)",1990-02-17,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,USA,24.0,1990
125,5.74,,Heimo SIEGERT,1979-11-30,AUT,1,Schielleiten (AUT) (i),2004-01-10,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,AUT,24.0,2004
125,5.74,,Marcel CARTER,1971-03-26,USA,3,"Reno, NV (USA) (i)",1995-02-10,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,USA,23.0,1995
125,5.74,,Jeff LAYNES,1970-10-03,USA,1,Saskatoon (CAN) (i),2001-01-13,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,CAN,30.0,2001
125,5.74,,Freddy MAYOLA,1977-11-01,CUB,1,Sindelfingen (GER) (i),2001-03-04,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,GER,23.0,2001
125,5.74,,Joel ISASI,1967-07-31,CUB,1,Grenoble (FRA) (i),1993-02-07,1146.0,50-metres,sprints,male,senior,50-metres,track,5.74,FRA,25.0,1993
145,5.75,,Rikkoi BRATHWAITE,1999-02-13,IVB,h1,"Atletická hala, Ostrava (CZE) (i)",2025-02-04,1140.0,50-metres,sprints,male,senior,50-metres,track,5.75,CZE,25.0,2025
145,5.75,,Nobuharu ASAHARA,1972-06-21,JPN,,Liévin (FRA) (i),2002-02-24,1140.0,50-metres,sprints,male,senior,50-metres,track,5.75,FRA,29.0,2002
145,5.75,,Usheoritse ITSEKIRI,1998-01-31,NGR,1,"Field House, Saskatoon (CAN) (i)",2023-01-27,1140.0,50-metres,sprints,male,senior,50-metres,track,5.75,CAN,25.0,2023
